instname,state,tuition,revenue,control,total_enrollment,all_employees
Mid Michigan Community College,Michigan,6288,37358810,1,4767,404
Monroe County Community College,Michigan,4020,30902065,1,4624,423
Montcalm Community College,Michigan,5910,18668581,1,2328,225
Mr Bela's School of Cosmetology Inc,Michigan,,402295,3,112,10
Muskegon Community College,Michigan,5010,37000171,1,5144,425
Everest College-Skokie,Illinois,,15431622,3,1176,73
Everest Institute-Southfield,Michigan,,22420555,3,1575,144
North Central Michigan College,Michigan,3978,21401389,1,3123,322
Northern Michigan University,Michigan,11214,153128921,1,9428,1179
Paul Mitchell The School-Escanaba,Michigan,,419249,3,42,6
Northwestern Michigan College,Michigan,5984,51238972,1,5065,635
Northwood University,Michigan,17430,81347493,2,5462,916
Oakland Community College,Michigan,4281,215475950,1,28042,1691
Oakland University,Michigan,21236,253416283,1,18918,2250
Olivet College,Michigan,19138,20847651,2,1202,213
Port Huron Cosmetology College,Michigan,,551882,3,108,8
Kuyper College,Michigan,14694,7465800,2,346,70
Ross Medical Education Center-Flint,Michigan,,42495672,3,863,243
Sacred Heart Major Seminary,Michigan,14310,8453614,2,410,82
Saginaw Valley State University,Michigan,15762,127055032,1,10498,1219
Schoolcraft College,Michigan,5070,86812350,1,13042,916
Siena Heights University,Michigan,18610,34423537,2,2351,381
St Clair County Community College,Michigan,7672,37201138,1,4884,445
Southwestern Michigan College,Michigan,3790,34996696,1,2970,305
Specs Howard School of Broadcast Arts Inc,Michigan,,7946356,3,835,89
Spring Arbor University,Michigan,19250,60667580,2,4120,650
Michigan Career and Technical Institute,Michigan,5550,14069026,1,224,90
Finlandia University,Michigan,17936,15901835,2,589,172
Thomas M. Cooley Law School,Michigan,,83737294,2,3783,809
Twin City Beauty College,Michigan,,2004745,3,69,23
Virginia Farrell Beauty School,Michigan,,851505,3,434,26
Walsh College of Accountancy and Business Administration,Michigan,7320,30761913,2,3147,319
Washtenaw Community College,Michigan,4008,112059252,1,14202,1694
Wayne County Community College District,Michigan,3120,136286421,1,20770,1517
Wayne State University,Michigan,18931,815787691,1,31786,8124
West Shore Community College,Michigan,4032,16898426,1,1553,171
Western Michigan University,Michigan,18774,466521828,1,24576,4232
Western Theological Seminary,Michigan,,10733229,2,237,50
Wright Beauty Academy,Michigan,,412593,3,58,6
Academy College,Minnesota,22398,2547373,3,205,54
Alexandria Technical College,Minnesota,4715,26793000,1,2550,266
American Indian OIC Inc,Minnesota,4500,1032087,2,147,18
Anoka Technical College,Minnesota,4332,20590000,1,2453,212
Anoka-Ramsey Community College,Minnesota,3704,51506000,1,9192,541
Apostolic Bible Institute Inc,Minnesota,2900,739335,2,60,41
Augsburg College,Minnesota,27020,75948065,2,4010,830
Riverland Community College,Minnesota,4576,29744000,1,3867,316
Bemidji State University,Minnesota,6291,73003000,1,5175,578
Bethany Lutheran College,Minnesota,19350,21019618,2,646,185
Bethel University,Minnesota,26900,106256571,2,5386,991
Carleton College,Minnesota,39546,183728965,2,2009,757
Concordia College at Moorhead,Minnesota,25550,106139343,2,2811,778
Concordia University-Saint Paul,Minnesota,26400,40090165,2,2816,516
Dakota County Technical College,Minnesota,8920,31669000,1,3564,317
Martin Luther College,Minnesota,10660,19456827,2,827,129
Lake Superior College,Minnesota,7740,37940000,1,4898,401
Cosmetology Careers Unlimited-Duluth,Minnesota,,625258,3,60,14
Duluth Business University,Minnesota,15750,3287167,3,367,60
Minnesota State Community and Technical College,Minnesota,4310,52790000,1,6732,575
Globe University,Minnesota,14940,33259368,3,2453,287
Minnesota West Community and Technical College,Minnesota,4464,30176000,1,3211,328
Gustavus Adolphus College,Minnesota,31460,85028710,2,2536,702
Hamline University,Minnesota,28862,99161754,2,5166,892
Hazelden Graduate School of Addiction Studies,Minnesota,17831,1861160,2,88,6
Hennepin Technical College,Minnesota,4113,47964000,1,6395,477
Cosmetology Careers Unlimited-Hibbing,Minnesota,,290383,3,24,7
Hibbing Community College-A Technical and Community College,Minnesota,5197,17523000,1,1596,182
Aveda Institute,Minnesota,,11851059,3,441,61
Inver Hills Community College,Minnesota,4323,37594000,1,6215,399
The Art Institutes International Minnesota,Minnesota,22453,40620913,3,2008,214
Luther Seminary,Minnesota,,15214311,2,814,156
Macalester College,Minnesota,37974,151539000,2,1996,650
South Central College,Minnesota,4178,115582000,1,13486,1313
Minnesota State University-Mankato,Minnesota,12063,196395000,1,14955,1580
Regency Beauty Institute-Blaine,Minnesota,,71451035,3,5445,484
Mayo School of Health Sciences,Minnesota,,3302701,2,270,37
Argosy University-Twin Cities,Minnesota,18360,32942451,3,2313,351
Metropolitan State University,Minnesota,10860,66860000,1,7354,856
University of Minnesota-Twin Cities,Minnesota,13120,2706299522,1,51716,22995
University of Minnesota-Crookston,Minnesota,7388,29311060,1,2279,257
Minneapolis Business College,Minnesota,13760,7478143,3,335,60
Minneapolis College of Art and Design,Minnesota,29500,26904233,2,711,258
Minneapolis Community and Technical College,Minnesota,4223,74019000,1,10618,802
Herzing University,Minnesota,14500,6478741,3,328,70
Minnesota School of Cosmetology,Minnesota,,2450230,3,138,23
Crossroads College,Minnesota,13880,3097201,2,170,46
University of Minnesota-Duluth,Minnesota,10830,225615897,1,11664,1791
University of Minnesota-Morris,Minnesota,8830,43945654,1,1705,393
Minnesota School of Business,Minnesota,14940,102722854,3,6564,753
Model College of Hair Design,Minnesota,,1522951,3,110,13
Minnesota State University-Moorhead,Minnesota,5834,100184000,1,7510,837
North Hennepin Community College,Minnesota,4314,45186000,1,7444,452
National American University-Roseville,Minnesota,12960,5397591,3,461,51
Brown College,Minnesota,17496,23566526,3,1096,193
Normandale Community College,Minnesota,4226,66411000,1,10046,616
North Central University,Minnesota,14640,20913357,2,1243,231
Northland Community and Technical College,Minnesota,4716,33683000,1,4243,324
Northwest Technical Institute,Minnesota,15850,2448586,3,87,19
Northwestern College,Minnesota,22990,63475082,2,3070,568
Northwestern Health Sciences University,Minnesota,13197,25166050,2,867,314
Oak Hills Christian College,Minnesota,13480,3101912,2,144,43
Pine Technical College,Minnesota,6352,10974000,1,973,118
Rainy River Community College,Minnesota,5543,4602000,1,338,39
Ingenue Beauty School,Minnesota,,,3,28,3
Rochester Community and Technical College,Minnesota,4359,48800000,1,6269,540
College of Saint Benedict,Minnesota,29388,63890504,2,2105,501
Saint Cloud Technical College,Minnesota,4218,37259000,1,4459,394
Saint Cloud State University,Minnesota,13082,208302000,1,18123,1667
Saint Johns University,Minnesota,29388,83936605,2,2021,492
Saint Mary's University of Minnesota,Minnesota,24620,64958046,2,5565,1013
St. Olaf College,Minnesota,35500,144135663,2,3099,829
Crown College,Minnesota,19870,18204925,2,1221,257
The College of Saint Scholastica,Minnesota,27114,68686906,2,3746,673
University of St Thomas,Minnesota,28944,263442993,2,10851,1978
College of Visual Arts,Minnesota,23194,3912933,2,186,80
Empire Beauty School-Bloomington,Minnesota,,2392136,3,141,15
St. Catherine University,Minnesota,20744,77325706,2,5277,700
Rasmussen College-St Cloud,Minnesota,15120,95828554,3,6070,882
Saint Paul College - A Community and Technical College,Minnesota,4280,44471000,1,6010,407
Southwest Minnesota State University,Minnesota,5953,48109000,1,6740,420
Summit Academy Opportunities Industrialization Center,Minnesota,,3801763,2,184,44
United Theological Seminary of the Twin Cities,Minnesota,,4075887,2,180,49
Dunwoody College of Technology,Minnesota,11344,28628402,2,1546,215
Ridgewater College,Minnesota,4497,39580000,1,4318,390
Minnesota State College-Southeast Technical,Minnesota,4644,21795000,1,2529,208
Winona State University,Minnesota,10680,131358000,1,8657,953
William Mitchell College of Law,Minnesota,,27781052,2,977,572
Century Community and Technical College,Minnesota,4163,72973000,1,10514,756
Alcorn State University,Mississippi,3571,66717248,1,3334,777
Belhaven University,Mississippi,16780,42427298,2,2883,419
Blue Mountain College,Mississippi,7650,9077727,2,505,106
Chris Beauty College,Mississippi,,1080299,3,80,12
Coahoma Community College,Mississippi,2900,33414947,1,2565,262
Copiah-Lincoln Community College,Mississippi,1700,40359742,1,3740,412
Creations College of Cosmetology,Mississippi,,93620,3,51,14
Delta Beauty College,Mississippi,,195902,3,26,3
Delta State University,Mississippi,11016,58665745,1,4031,731
East Central Community College,Mississippi,3700,38754930,1,2639,257
East Mississippi Community College,Mississippi,3560,41682771,1,4993,434
Fosters Cosmetology College,Mississippi,,32387,3,35,3
Academy of Hair Design One,Mississippi,,316985,3,26,4
Holmes Community College,Mississippi,3250,38712694,1,6466,518
Itawamba Community College,Mississippi,3350,63791761,1,7596,475
Jackson State University,Mississippi,4634,166053223,1,8783,1659
Jones County Junior College,Mississippi,3948,40991409,1,5250,427
Meridian Community College,Mississippi,2980,31449747,1,3949,333
Millsaps College,Mississippi,24608,37779239,2,1117,377
Board of Trustees-Mississippi State Institutions of Higher Learning,Mississippi,,69046363,1,,114
Mississippi Delta Community College,Mississippi,3528,30850813,1,3302,371
University of Mississippi Main Campus,Mississippi,13050,370093323,1,15932,3705
University of Mississippi Medical Center,Mississippi,13046,1000781735,1,2412,7988
Mississippi University for Women,Mississippi,12051,37184550,1,2476,366
Mississippi Valley State University,Mississippi,11410,55487497,1,2850,639
Mississippi College,Mississippi,12670,69548921,2,4796,856
Mississippi College of Beauty Culture,Mississippi,,429412,3,73,5
Mississippi Gulf Coast Community College,Mississippi,3646,73274059,1,10064,1076
Mississippi State University,Mississippi,13021,581583345,1,18601,5812
Northeast Mississippi Community College,Mississippi,3820,31498895,1,3633,302
Northwest Mississippi Community College,Mississippi,3700,57588888,1,8211,825
Pearl River Community College,Mississippi,4098,59992848,1,5519,614
Rust College,Mississippi,7620,15916566,2,1072,192
Southeastern Baptist College,Mississippi,4250,1000620,2,79,19
Southwest Mississippi Community College,Mississippi,4400,20011263,1,2119,208
University of Southern Mississippi,Mississippi,12746,280301558,1,15300,3496
Magnolia College of Cosmetology,Mississippi,,1485034,3,147,19
Tougaloo College,Mississippi,9240,24788889,2,939,311
Wesley Biblical Seminary,Mississippi,,2271221,2,116,27
Wesley College,Mississippi,8340,,2,143,34
William Carey University,Mississippi,9300,31353855,2,3248,368
Allied College North,Missouri,,5433586,3,346,50
Aquinas Institute of Theology,Missouri,,3431766,2,244,43
Assemblies of God Theological Seminary,Missouri,,4868953,2,416,95
Avila University,Missouri,20250,23781995,2,1893,359
ITT Technical Institute-Earth City,Missouri,16848,17245337,3,1001,104
Baptist Bible College and Graduate School,Missouri,13610,6676044,2,557,106
Boonslick Technical Education Center,Missouri,,318767,1,25,5
Cox College,Missouri,9724,6333835,2,497,56
Calvary Bible College and Theological Seminary,Missouri,7560,4185858,2,276,92
Cape Girardeau Career and Technology Center,Missouri,,2625731,1,138,68
Central Christian College of the Bible,Missouri,8800,4343186,2,391,58
Central Bible College,Missouri,10310,9590579,2,672,160
Central Methodist University-College of Liberal Arts & Sciences,Missouri,17940,26553861,2,4185,351
University of Central Missouri,Missouri,12444,165886124,1,11191,1733
Grand River Technical School,Missouri,5100,4221717,1,102,45
Chillicothe Beauty Academy Inc,Missouri,,247263,3,20,3
Cleveland Chiropractic College,Kansas,7842,11831528,2,566,103
Columbia Area Vocational Technical School,Missouri,,1804752,1,43,13
Columbia College,Missouri,14576,93413792,2,15556,1362
Conception Seminary College,Missouri,15586,5452842,2,115,16
Concordia Seminary,Missouri,,28086354,2,472,136
Cottey College,Missouri,13800,21782204,2,309,156
Covenant Theological Seminary,Missouri,,11127395,2,807,175
Crowder College,Missouri,2952,38536745,1,4482,559
Culver-Stockton College,Missouri,22250,17629817,2,754,198
Chamberlain College of Nursing_t Louis Campus,Missouri,14280,58904949,3,3545,99
DeVry University-Missouri,Missouri,14080,24898272,3,1769,229
Drury University,Missouri,18598,58982530,2,5489,849
East Central College,Missouri,3144,26122161,1,4203,400
Eden Theological Seminary,Missouri,,18006328,2,209,45
Elaine Steven Beauty College,Missouri,,1594139,3,276,18
Pinnacle Career Institute,Missouri,13350,17368408,3,1067,135
Evangel University,Missouri,15050,29287122,2,1955,398
Fontbonne University,Missouri,19475,38140171,2,2863,558
Forest Institute of Professional Psychology,Missouri,,12890102,2,709,152
Four Rivers Career Center,Missouri,11000,2614809,1,37,41
Ozarks Technical Community College,Missouri,3516,69393920,1,12884,1770
Hannibal-Lagrange College,Missouri,14820,17173023,2,1042,219
Harris-Stowe State University,Missouri,7754,27760722,1,1886,409
Hickey College,Missouri,12720,8400262,3,480,90
House of Heavilin Beauty College,Missouri,,3101951,3,282,21
Independence College of Cosmetology,Missouri,,1240294,3,116,13
Jefferson College,Missouri,4080,48642061,1,5788,536
Cosmetology Concepts Institute,Missouri,,432143,3,55,5
Barnes-Jewish College Goldfarb School of Nursing,Missouri,28500,15353285,2,634,83
Kansas City Art Institute,Missouri,28580,20234247,2,690,234
Kennett Career and Technology Center,Missouri,,230031,1,21,6
Kenrick Glennon Seminary,Missouri,13513,46407000,2,115,45
A T Still University of Health Sciences,Missouri,,103767826,2,3702,1152
Lake Career and Technical Center,Missouri,3850,236750,1,5,26
CoxHealth School of Radiologic Technology,Missouri,2500,100000,2,40,5
Lex La-Ray Technical Center,Missouri,,573734,1,43,22
Lincoln University,Missouri,8316,53593387,1,3314,483
Lindenwood University,Missouri,12960,125025710,2,10408,1045
Linn State Technical College,Missouri,8760,21464083,1,1142,192
Logan College of Chiropractic,Missouri,3600,26709098,2,1111,242
Metropolitan Community College-Longview,Missouri,5700,138006617,1,19666,2409
Lutheran School of Nursing,Missouri,8000,2421083,3,160,27
Maryville University of Saint Louis,Missouri,20384,54925944,2,3534,608
Merrell University of Beauty Arts and Science,Missouri,,1532879,3,163,16
Metro Business College of Cape Girardeau,Missouri,9555,4934854,3,667,60
Midwest Institute,Missouri,,3472054,3,191,23
Midwestern Baptist Theological Seminary,Missouri,5700,8492156,2,840,147
Mineral Area College,Missouri,3960,27544726,1,3671,407
Westwood College-O'Hare Airport,Illinois,13652,20408900,3,888,148
Missouri Baptist University,Missouri,16980,26662254,2,4836,440
National Academy of Beauty Arts,Missouri,,1620889,3,176,11
Missouri College,Missouri,13894,15787837,3,920,112
Missouri Southern State University,Missouri,8580,62020460,1,5701,635
Missouri Tech,Missouri,13200,1932702,3,135,23
Missouri Valley College,Missouri,15950,13868447,2,1789,222
Missouri Western State University,Missouri,7296,59169082,1,5703,672
University of Missouri-Columbia,Missouri,18459,2721031224,1,69384,28108
Moberly Area Community College,Missouri,4230,23710645,1,4952,442
Hillyard Technical Center,Missouri,,2606601,1,164,50
National Academy of Beauty Arts,Missouri,,2887669,3,330,25
Nazarene Theological Seminary,Missouri,,4849404,2,234,64
Neosho Beauty College,Missouri,,364249,3,43,6
Nichols Career Center,Missouri,,1156255,1,78,46
Truman State University,Missouri,11309,103572736,1,5781,858
Northwest Missouri State University,Missouri,7555,105157006,1,7076,832
Ozark Christian College,Missouri,8480,9672924,2,622,130
