instname,state,tuition,revenue,control,total_enrollment,all_employees,LONGITUD,LATITUDE
Sanford-Brown Institute,Florida,,2855990,3,280,,-82.39086,27.996068
Florida Metropolitan University-Tampa,Florida,6480,9002250,3,1218,95,-82.497828,27.996144
D G Erwin Technical Center,Florida,7425,9562160,1,1011,,-82.437822,27.996148
Traviss Career Center,Florida,,6428758,1,3750,,-81.894257,27.996752
University of South Florida-Polytechnic,Florida,11436,19740999,1,1304,137,-81.889817,27.996769
Rose Training Institute,Florida,,481575,3,45,14,-81.730418,28.024985
Shear Excellence International Hair Academy,Florida,,,3,46,,-82.502609,28.025521
Florida Southern College,Florida,11650,40533506,2,2559,504,-81.943769,28.029793
Polk Community College,Florida,4523,22202660,1,5751,510,-81.712648,28.030155
Southeastern University,Florida,5320,9112543,2,1118,139,-81.920107,28.032434
Florida College,Florida,7050,10085442,2,530,89,-82.38409,28.035026
Darlyne McGees Academy of Cosmetology,Florida,,367699,3,54,,-80.613845,28.035209
FastTrain of Clearwater,Florida,13200,603419,3,39,9,-82.738143,28.039643
Central Florida Institute,Florida,,1973497,3,87,,-82.738734,28.050347
University of South Florida,Florida,9244,555130575,1,34839,6003,-82.411613,28.054612
Florida Metropolitan University-Lakeland,Florida,6480,5331013,3,326,77,-81.945082,28.054956
Florida Institute of Technology-Melbourne,Florida,17300,67737211,2,4178,610,-80.624897,28.063902
Paul Mitchell the School-Tampa,Florida,,1653385,3,142,,-82.45128,28.075093
Ridge Career Center,Florida,,7122000,1,805,,-81.654097,28.080789
Florida Metropolitan University-Melbourne,Florida,6480,5040260,3,580,64,-80.636014,28.145219
Trinity College of Florida,Florida,4420,1526961,2,128,29,-82.67991,28.194331
Benes International School of Beauty,Florida,,486616,3,113,,-82.72796,28.25916
Pasco-Hernando Community College,Florida,4501,21173379,1,4895,493,-82.645386,28.278004
Technical Education Center-Osceola,Florida,,,1,,,-81.350744,28.29522
Florida Christian College Inc,Florida,5344,3026054,2,236,52,-81.360767,28.296653
Academy of Career Training,Florida,,998000,3,143,,-81.438251,28.304567
Saint Leo University,Florida,11450,36935768,2,8020,783,-82.259219,28.335683
Brevard Community College,Florida,4506,57097719,1,13110,2127,-80.755048,28.385023
Advanced-Basic Hair Design Training Center,Florida,,178256,3,31,,-80.704118,28.393919
Florida Metropolitan University-South Orlando,Florida,6480,10263184,3,942,,-81.426542,28.434601
Orlando Culinary Academy,Florida,,19321504,3,358,46,-81.42964,28.44156
Southern Technical College,Florida,,347074,3,35,0,-81.399218,28.448285
Florida College of Integrative Medicine,Florida,8400,603952,3,,,-81.401188,28.46379
International Academy of Design and Technology,Florida,26950,8489875,3,584,94,-81.400692,28.469281
Mid Florida Tech,Florida,,29301861,1,2397,,-81.415216,28.47235
Audio Recording Technology Institute,Florida,,481301,3,,,-81.432882,28.498199
Valencia Community College,Florida,4530,98853914,1,26376,2183,-81.379024,28.540585
Orlando Tech,Florida,,11319050,1,870,,-81.383055,28.549506
Westside Tech,Florida,,11482482,1,1483,,-81.572473,28.558455
High-Tech Institute-Orlando,Florida,,3785871,3,,,-81.337648,28.560214
Florida Technical College,Florida,8000,2098610,3,571,,-81.201507,28.572965
Florida Hospital College of Health Sciences,Florida,3460,6736177.91,2,583,87,-81.36917,28.576781
Rollins College,Florida,21250,89918946,2,3481,654,-81.348626,28.592341
Central Florida College,Florida,,2248139,3,280,,-81.37047,28.593157
University of Central Florida,Florida,9285,302173914,1,31673,4797,-81.204004,28.596731
Full Sail Real World Education,Florida,,34619197,3,1572,454,-81.301297,28.597263
Winter Park Tech,Florida,,5979628,1,1118,,-81.362377,28.603963
Florida Metropolitan University-North Orlando,Florida,6480,7592012,3,852,88,-81.387543,28.610652
Polytechnic Institute of America,Florida,,532344,3,63,0,-81.423241,28.614487
University of Phoenix-Central Florida Campus,Florida,5880,26841908,3,3986,614,-81.390271,28.623024
Universidad Politecnica de Puerto Rico-Orlando Campus,Florida,10620,1580816,2,192,42,-81.288456,28.623721
Florida Institute of Animal Arts,Florida,,722024,3,64,,-81.300156,28.624017
Paul Mitchell the School,Florida,,2302362,3,204,,-81.320038,28.633895
City College,Florida,5700,1386339,2,163,42,-81.327264,28.650405
Americare School of Nursing,Florida,,1121702,3,,,-81.345357,28.653552
Galiano Career Academy,Florida,,1136150,3,217,0,-81.352562,28.663044
Cambridge Institute of Allied Health,Florida,,458667,3,86,0,-81.387526,28.690463
Seminole Community College,Florida,4584,40938159,1,8582,999,-81.30549,28.744596
ITT Technical Institute,Florida,8073,4211042,3,371,38,-81.365991,28.75106
Remington College-Orlando Nursing,Florida,22800,1770171,3,48,20,-81.35279,28.774566
Delta Connection Academy,Florida,,31391430,3,311,,-81.250992,28.77838
Beacon College,Florida,18300,1515967,2,,,-81.874718,28.811016
Lake-Sumter Community College,Florida,4525,9458419,1,2625,200,-81.797963,28.827472
Withlacoochee Technical Institute,Florida,,3990825,1,540,,-82.344833,28.83593
Lake Technical Center,Florida,7066,5028918,1,655,,-81.691658,28.836422
Angley College,Florida,,1167748,3,79,,-81.30266,28.998286
Stetson University,Florida,16640,77100520,2,3053,614,-81.303576,29.034471
Professional Health Training Academy,Florida,,468063,3,98,,-82.061907,29.040536
Webster College,Florida,7350,4466714,3,564,52,-82.19842,29.14081
International Academy,Florida,,889244,3,115,,-80.997071,29.162387
Central Florida Community College,Florida,5691,30092117,1,5854,549,-82.172474,29.162642
Marion County Community Technical and Adult Education Center,Florida,,246128,1,34,,-82.147047,29.178341
Embry Riddle Aeronautical University-Daytona Beach,Florida,10100,145435000,2,13610,4519,-81.048039,29.190787
Daytona Beach Community College,Florida,5147,63430235,1,10622,2043,-81.047769,29.200271
Bethune Cookman College,Florida,8560,36201948,2,2558,654,-81.031893,29.211653
Daytona College,Florida,,184464,3,27,0,-81.080757,29.270392
Wyotech,Florida,,3010248,3,158,,-81.131652,29.346349
FLORIDA SCHOOL OF MASSAGE,Florida,,,3,,,-82.338961,29.593486
Dragon Rises College of Oriental Medicine,Florida,,407920,3,39,,-82.33602,29.636562
Saint Johns River Community College,Florida,4532,15689807,1,4473,335,-81.679043,29.648233
University of Florida,Florida,9129,1159782063,1,43382,11925,-82.339891,29.649411
Academy for Five Element Acupuncture,Florida,,993483,2,51,,-82.322047,29.650258
Santa Fe Community College,Florida,3618,56290930,1,12588,1241,-82.430363,29.680584
UNIVERSITY OF ST AUGUSTINE FOR HEALTH SCIENCES,Florida,,,3,789,,-81.314791,29.863409
Flagler College,Florida,6130,21692488,2,1736,247,-81.314762,29.891972
First Coast Technical Institute,Florida,7640,10274734,1,1350,,-81.346622,29.921665
Bradford Union Area Vocational Technical Center,Florida,,10274734,1,,,-82.115367,29.951935
Taylor Technical Institute,Florida,6378,1697708,1,442,,-83.571548,30.086746
North Florida Academy,Florida,,320479,3,42,9,-81.783102,30.132474
ORANGE PARK BEAUTY ACADEMY,Florida,,,3,,,-81.701112,30.163107
Sanford-Brown Institute,Florida,,3076308,3,326,,-81.549838,30.181321
North Florida Institute,Florida,,1456980,3,89,,-81.705998,30.185906
Gulf Coast Community College,Florida,3392,30947613,1,5569,1027,-85.72743,30.18595
Florida Metropolitan University-Orange Park,Florida,250,3408786,3,173,,-81.706701,30.188782
Lake City Community College,Florida,4152,16453830,1,2108,377,-82.57528,30.18897
Gooding Institute of Nurse Anesthesia,Florida,,194823,1,21,2,-85.649847,30.201128
Tom P Haney Technical Center,Florida,,4465589,1,527,,-85.64953,30.202784
Florida Metropolitan University-Jacksonville,Florida,7056,2177220,3,,,-81.584491,30.218287
Florida Coastal School of Law,Florida,,6157975,3,,,-81.57872,30.231267
Chamberlain College of Nursing-Jacksonville Campus,Florida,14280,1312439,3,66,17,-81.583731,30.24278
FastTrain of Jacksonville,Florida,13200,1235887,3,124,12,-81.534115,30.247735
ITT Technical Institute,Florida,8073,4621816,3,435,39,-81.580862,30.248481
Heritage Institute-Jacksonville,Florida,,158156,3,35,,-81.596166,30.25379
Southeastern School of Neuromuscular & Massage Therapy-Jacksonville,Florida,,1025333,3,57,,-81.594142,30.258916
Normandy Beauty School of Jacksonville,Florida,,253283,3,47,,-81.527238,30.260466
University of North Florida,Florida,9263,104919284,1,12077,1213,-81.507853,30.270917
Tulsa Welding School-Jacksonville Campus,Florida,,2152091,3,129,,-81.55954,30.28226
Suwannee-Hamilton Technical Center,Florida,,1979555,1,98,,-82.993543,30.282836
Stenotype Institute of Jacksonville Inc,Florida,7200,966328,3,131,,-81.635062,30.289644
Advanced Career Training-Atlanta Campus,Florida,,11443301,3,627,,-81.635062,30.289644
Virginia College-Jacksonville,Florida,16708,3433679,3,459,66,-81.603119,30.291945
Riverside Hairstyling Academy,Florida,,50000,3,,,-81.628479,30.302549
Trinity Baptist College,Florida,3580,2348286.96,2,336,44,-81.794087,30.308966
Trendsetters School of Beauty & Barbering,Florida,,201824,3,45,,-81.717335,30.31167
Jones College-Jacksonville,Florida,4440,4863149,2,757,65,-81.607545,30.327025
Concorde Career Institute,Florida,,1220000,3,183,,-81.572966,30.327294
Florida Community College at Jacksonville,Florida,4213,99936564,1,19645,2378,-81.662194,30.334378
Florida Technical College of Jacksonville Inc,Florida,8000,402312,3,278,,-81.561202,30.337933
Edward Waters College,Florida,5520,16458946,2,814,165,-81.683639,30.343881
Jacksonville University,Florida,14390,49842555,2,2093,617,-81.602695,30.35166
Commercial Diving Academy,Florida,13800,3235121,3,60,,-81.647206,30.391964
Jacksonville Beauty Institute,Florida,,446666,3,46,,-81.725868,30.397448
Virginia College at Pensacola,Florida,,1135260,3,92,,-87.215668,30.412706
Florida Agricultural and Mechanical University,Florida,9314,180187241,1,12082,1687,-84.2888,30.4262
Florida State University,Florida,9184,498738136,1,32878,7572,-84.290893,30.440484
Aveda Institute-Tallahassee,Florida,,6668420,3,104,10,-84.317582,30.440614
Tallahassee Community College,Florida,3614,62470256,1,10736,1204,-84.337945,30.444419
Lively Technical Center,Florida,,7399385,1,1960,,-84.337954,30.448648
Okaloosa Applied Technology Center,Florida,,2654125,1,458,,-86.61969,30.464937
North Florida Community College,Florida,4440,11388233,1,1432,221,-83.42212,30.47493
North Florida Cosmetology Institute,Florida,,537940,3,81,,-84.294265,30.477107
Pensacola Junior College,Florida,3792,52700927,1,9653,1327,-87.201791,30.47948
George Stone Career Center,Florida,,7346628,1,678,,-87.289977,30.486349
Pensacola School of Massage Therapy & Health Careers,Florida,,387695,3,19,,-87.196292,30.495192
Fortis Institute,Florida,12656,2051867,3,345,33,-87.185299,30.511008
Florida Institute of Ultrasound Inc,Florida,,323865,3,26,,-87.220917,30.522974
Okaloosa-Walton College,Florida,4338,29499945,1,6730,796,-86.473749,30.534787
The University of West Florida,Florida,9282,92961781,1,8091,1004,-87.218073,30.542905
Radford M Locklin Technical Center,Florida,5535,2793774,1,337,,-87.099433,30.646731
Washington-Holmes Technical Center,Florida,7323,4359634,1,731,,-85.554042,30.775265
Chipola College,Florida,3370,13393605,1,1940,299,-85.231002,30.788008
The Baptist College of Florida,Florida,3760,5601899,2,534,174,-85.505478,30.963051
Thomas University,Georgia,6000,7097100,2,604,127,-83.967138,30.816724
Valdosta State University,Georgia,7232,95085242,1,8729,1326,-83.287432,30.848406
Valdosta Technical College,Georgia,1512,12530207,1,2052,,-83.34357,30.856183
Southwest Georgia Technical College,Georgia,1656,9602037,1,1232,203,-83.949522,30.861846
Bainbridge College,Georgia,4936,8296443,1,1279,155,-84.544873,30.903587
Coastal Georgia Community College,Georgia,1234,13286967,1,1987,285,-81.488699,31.182487
Moultrie Technical College,Georgia,1656,8210212,1,1227,,-83.762936,31.191465
Waycross College,Georgia,4936,5551853,1,850,118,-82.388682,31.208695
Okefenokee Technical College,Georgia,1656,7742035,1,832,,-82.379828,31.213571
Abraham Baldwin Agricultural College,Georgia,4936,23471148,1,2606,305,-83.523399,31.475038
South Georgia College,Georgia,4936,9888980,1,1226,142,-82.850781,31.497048
Albany Technical College,Georgia,1656,14597472,1,1756,,-84.176414,31.555963
Albany State University,Georgia,7232,39729410,1,3356,519,-84.142518,31.569128
Darton College,Georgia,4936,17609410,1,2673,353,-84.209136,31.585774
Altamaha Technical College,Georgia,2208,7012214,1,863,,-81.863016,31.588622
East Central Technical College,Georgia,1656,9282837,1,927,,-83.26152,31.683265
Andrew College,Georgia,7250,7248820,2,306,83,-84.7964,31.77325
Armstrong Atlantic State University,Georgia,5424,44962530,1,5668,707,-81.161892,31.982292
South University-Savannah,Georgia,7185,8327981,3,866,141,-81.104803,32.000104
Savannah School of Massage Therapy,Georgia,,245038,3,17,,-81.099178,32.011895
Savannah Technical College,Georgia,1656,12513613,1,2043,260,-81.112842,32.023297
Savannah State University,Georgia,7232,36329701,1,2153,450,-81.055697,32.024689
Georgia Southwestern State University,Georgia,7235,27728783,1,2569,310,-84.216794,32.056805
University of Phoenix-Savannah Campus,Georgia,10140,1273507,3,76,0,-81.14897,32.070169
Savannah College of Art and Design,Georgia,14850,73944603,2,4431,861,-81.094154,32.073049
South Georgia Technical College,Georgia,1656,12025700,1,1163,,-84.20157,32.11891
Brewton-Parker College,Georgia,6000,9217505,2,1091,134,-82.58622,32.18672
Southeastern Technical College,Georgia,1656,6044576,1,757,,-82.365864,32.205341
Middle Georgia College,Georgia,3702,17842039,1,2056,318,-83.345934,32.379106
Ogeechee Technical College,Georgia,1656,12854797,1,1478,,-81.818133,32.394717
Georgia Southern University,Georgia,7232,151843285,1,14476,1867,-81.80322,32.41389
Southeastern Beauty School,Georgia,,477647,3,76,,-84.953414,32.432867
Heart of Georgia Technical College,Georgia,1656,13161749,1,1007,,-82.933183,32.484225
Columbus State University,Georgia,7232,59858747,1,4905,857,-84.938263,32.504317
Columbus Technical College,Georgia,1896,12502620,1,1754,231,-84.981201,32.507053
University of Phoenix-Columbus Georgia Campus,Georgia,9420,1364357,3,49,,-84.96979,32.509331
Rivertown School of Beauty,Georgia,,296386,3,75,,-84.9708,32.50979
Fort Valley State University,Georgia,7232,44770755,1,2658,623,-83.896245,32.541003
Middle Georgia Technical College,Georgia,1656,12523483,1,1726,,-83.663687,32.548185
East Georgia College,Georgia,7296,6227411,1,1309,105,-82.31019,32.595957
International City Beauty College,Georgia,,176685,3,25,,-83.639424,32.618131
Macon State College,Georgia,4936,22636722,1,3742,405,-83.729767,32.809735
Central Georgia Technical College,Georgia,1656,18933519,1,3455,317,-83.69093,32.812186
Mercer University,Georgia,16290,137135623,2,6745,1315,-83.648184,32.832288
Michael's School of Beauty,Georgia,,,3,,,-83.624887,32.849401
American Professional Institute,Georgia,,1484112,3,303,,-83.644686,32.855488
Flint River Technical College,Georgia,1656,5971527,1,589,,-84.31913,32.863007
Wesleyan College,Georgia,15450,17446319.69,2,607,171,-83.71495,32.876504
Sandersville Technical College,Georgia,1656,5482031,1,434,,-82.835271,32.997976
LaGrange College,Georgia,10761,42310114.92,2,996,159,-85.041241,33.03961
Gordon College,Georgia,4936,16098506,1,2742,213,-84.153122,33.056831
Georgia Military College-Milledgeville Campus,Georgia,2700,17233764,1,3054,,-83.224918,33.080228
Georgia College and State University,Georgia,7232,61574644,1,5026,907,-83.229267,33.080858
Griffin Technical College,Georgia,1656,10582135,1,1804,234,-84.289287,33.25447
Augusta Technical College,Georgia,1656,22887422.5,1,2857,560,-82.054347,33.424913
Fayette Beauty Academy,Georgia,,,3,,,-84.455103,33.453916
Paine College,Georgia,7068,12209654,2,,,-81.992287,33.469463
Medical College of Georgia,Georgia,9656,569738149,1,2409,7181,-81.991346,33.471091
Augusta Area Dietetic Internship-University Hospital,Georgia,,299394531,2,16,1,-81.981732,33.473095
Augusta State University,Georgia,6328,41272332,1,5384,621,-82.022855,33.478213
University of Phoenix-Augusta Campus,Georgia,10800,5053829,3,474,116,-82.08461,33.484064
Augusta School of Massage,Georgia,,1118543,3,12,,-82.135902,33.528995
University of West Georgia,Georgia,7232,77726329,1,8665,1062,-85.099241,33.57017
Interactive College of Technology,Georgia,,907293,3,88,,-84.337666,33.57235
Georgia Medical Institute,Georgia,7000,4914587,3,399,,-84.373807,33.57833
